Date,SMA,EMA,RSI,OBV,Adj Close,Open,High,Low,Close,Volume,company_name,signal_SMA,signal_EMA,signal_RSI,variation,signal_OBV
2023-03-22,-2.0111250361971535,-1.9188636450114422,-0.3978351567332293,-2.1562099617688864,-1.9056300284170904,100.44999694824219,102.0999984741211,98.61000061035156,98.69999694824219,57475400,AMAZON,1,1,0,-1.910003662109375,0
2023-03-23,-2.0027323831144574,-1.9077315704329674,0.03377578624369163,-2.034399583147177,-1.9050684796405803,100.43000030517578,101.05999755859375,97.62000274658203,98.70999908447266,57559300,AMAZON,1,1,1,0.01000213623046875,1
2023-03-24,-1.9892867191254058,-1.8995173927618911,0.369441852094886,-2.1531119704231902,-1.9376314552987473,98.06999969482422,98.30000305175781,96.4000015258789,98.12999725341797,56095400,AMAZON,1,1,0,-0.5800018310546875,0
2023-03-27,-1.976857462192803,-1.8921744796041742,0.5387358716654044,-2.251986335516207,-1.942684109278697,99.06999969482422,99.33999633789062,97.08000183105469,98.04000091552734,46721300,AMAZON,1,1,0,-0.089996337890625,0
2023-03-28,-1.9681163393513301,-1.888339371736796,0.5896489953319992,-2.333928090215629,-1.9875985880028044,98.11000061035156,98.44000244140625,96.29000091552734,97.23999786376953,38720100,AMAZON,1,1,0,-0.8000030517578125,0
2023-03-29,-1.9446517488332515,-1.8733360411759463,0.682101679628197,-2.2285737404921586,-1.8186083865152127,98.69000244140625,100.41999816894531,98.55999755859375,100.25,49783300,AMAZON,1,1,1,3.0100021362304688,1
2023-03-30,-1.915988936905321,-1.8526636668989112,1.2266053915088964,-2.115071582530377,-1.7203583391004151,101.55000305175781,103.04000091552734,101.01000213623047,102.0,53633400,AMAZON,1,1,1,1.75,1
2023-03-31,-1.8916241033023886,-1.828432573184924,1.203865997272119,-1.9949732573267072,-1.6479339670343045,102.16000366210938,103.48999786376953,101.94999694824219,103.29000091552734,56750300,AMAZON,1,1,0,1.2900009155273438,1
2023-04-03,-1.8664751684301881,-1.8091022285448999,1.3409585129826795,-2.0820270469292397,-1.6973395509618514,102.30000305175781,103.29000091552734,101.43000030517578,102.41000366210938,41135700,AMAZON,1,1,1,-0.8799972534179688,0
2023-04-04,-1.8362732448076444,-1.785178467913357,1.2425486567141557,-1.9790446001364723,-1.6108798861726978,102.75,104.19999694824219,102.11000061035156,103.94999694824219,48662500,AMAZON,1,1,1,1.5399932861328125,1
2023-04-05,-1.8154222882604432,-1.7736069993516244,1.1804767337203999,-2.0746474406572424,-1.7708870205809824,103.91000366210938,103.91000366210938,100.75,101.0999984741211,45175400,AMAZON,1,1,1,-2.8499984741210938,0
2023-04-06,-1.7869337333679114,-1.7591412117606307,1.838776149023068,-1.9819383725021427,-1.716989903113782,100.75,102.37999725341797,99.80000305175781,102.05999755859375,43808000,AMAZON,1,1,1,0.9599990844726562,1
2023-04-10,-1.7537116129519112,-1.7451915155833677,1.7795075523271269,-1.9030840278541146,-1.710814151580812,100.95999908447266,102.19999694824219,99.56999969482422,102.16999816894531,37261200,AMAZON,1,1,1,0.1100006103515625,1
2023-04-11,-1.731960413319857,-1.7406750861959324,1.6788497201924253,-2.0309437324281925,-1.837135641114123,100.80000305175781,101.0,99.01000213623047,99.91999816894531,60417800,AMAZON,1,1,0,-2.25,0
2023-04-12,-1.72339350320176,-1.744376500375391,0.8182419048302951,-2.1510096788712985,-1.954474063568127,100.4000015258789,100.51000213623047,97.70999908447266,97.83000183105469,56735000,AMAZON,0,1,1,-2.089996337890625,0
2023-04-13,-1.7053884864126154,-1.7305070619937946,1.1435630630932423,-2.007262584154763,-1.6979010997383615,98.94999694824219,102.56999969482422,98.70999908447266,102.4000015258789,67925100,AMAZON,1,1,0,4.569999694824219,1
2023-04-14,-1.698215521797657,-1.7171152408833856,1.1162800206306487,-1.8983800076592836,-1.6917253482053913,102.06999969482422,103.19999694824219,101.11000061035156,102.51000213623047,51450500,AMAZON,1,1,0,0.1100006103515625,1
2023-04-17,-1.6872092347440826,-1.703715132937551,0.9721424665424814,-1.8139000120827333,-1.678812724699155,103.16000366210938,103.7300033569336,101.58999633789062,102.73999786376953,39919500,AMAZON,1,1,0,0.2299957275390625,1
2023-04-18,-1.6738797125706153,-1.692848259970142,0.9323237894446799,-1.8981070102662958,-1.7035153024948215,103.94999694824219,104.19999694824219,101.5199966430664,102.30000305175781,39790500,AMAZON,1,1,0,-0.43999481201171875,0
2023-04-19,-1.6631638243680247,-1.6750973321223466,0.9073525749288412,-1.7745198207054196,-1.5912295340207672,101.58000183105469,105.12000274658203,101.38999938964844,104.30000305175781,58398900,AMAZON,1,1,0,2.0,1
2023-04-20,-1.6483242148758344,-1.6603500064066787,0.4211428663269477,-1.896621396546316,-1.6187398556989845,103.52999877929688,105.25,103.20999908447266,103.80999755859375,57696900,AMAZON,1,1,1,-0.4900054931640625,0
2023-04-21,-1.6243659440954825,-1.6346075143249448,-0.4091276245748953,-1.7129847269447758,-1.4418896846851061,106.0999984741211,108.1500015258789,105.08000183105469,106.95999908447266,86774200,AMAZON,1,1,0,3.1500015258789062,1
2023-04-24,-1.600901353577404,-1.6133702569810662,-0.2345704087774029,-1.8602247069103521,-1.4839968478628764,107.66000366210938,109.2300033569336,105.06999969482422,106.20999908447266,69575600,AMAZON,1,1,1,-0.75,0
2023-04-25,-1.5877460884393357,-1.6073081040527257,-0.1323595505439391,-1.9978382485718764,-1.6883569122187583,104.91000366210938,105.44999694824219,102.44999694824219,102.56999969482422,65026800,AMAZON,1,1,1,-3.6399993896484375,0
2023-04-26,-1.5652688584458037,-1.5924969460081015,0.08438307441443546,-1.8416503028928826,-1.5530523556061402,105.04000091552734,106.62000274658203,104.0999984741211,104.9800033569336,73803800,AMAZON,1,1,0,2.410003662109375,1
2023-04-27,-1.537477265226836,-1.5602853132652048,-0.15780568692121522,-1.5242935846811272,-1.2813210015003114,108.16000366210938,110.86000061035156,106.80000305175781,109.81999969482422,149961200,AMAZON,1,1,1,4.839996337890625,1
2023-04-28,-1.5274583608538206,-1.546725399251058,-0.573412841931464,-1.800602922785369,-1.526665559817157,107.7300033569336,109.4800033569336,104.33000183105469,105.44999694824219,130565000,AMAZON,1,1,1,-4.370002746582031,0
2023-05-01,-1.5310593553492453,-1.5469350391312733,-0.4536520697999143,-1.9587469265290032,-1.7175510235540783,104.94999694824219,105.2300033569336,101.81999969482422,102.05000305175781,74728100,AMAZON,0,1,1,-3.399993896484375,0
2023-05-02,-1.5275164539176245,-1.5411389125159924,-0.47624925688731035,-1.803266657812917,-1.628845591995098,101.47000122070312,103.9000015258789,101.1500015258789,103.62999725341797,73469400,AMAZON,1,1,0,1.5799942016601562,1
2023-05-03,-1.5283876504705758,-1.5356408619151054,-0.016244209283141235,-1.6655999980539975,-1.6277224944420776,103.73999786376953,105.95999908447266,103.27999877929688,103.6500015258789,65051900,AMAZON,1,1,0,0.0200042724609375,1
2023-05-04,-1.519965950855977,-1.5291701299379052,-0.17512551184843925,-1.5696371819010784,-1.6080725706263608,104.04000091552734,105.38999938964844,103.30999755859375,104.0,45345500,AMAZON,1,1,0,0.34999847412109375,1
2023-05-05,-1.5095114149724682,-1.516821181580155,-0.48289870873912827,-1.4491947530067122,-1.514875177191513,104.2699966430664,105.76000213623047,103.55000305175781,105.66000366210938,56912900,AMAZON,1,1,1,1.660003662109375,1
2023-05-08,-1.4988826442095713,-1.5046242093184627,-0.37833650685767933,-1.3445861729056363,-1.5053309896719098,105.04000091552734,106.0999984741211,104.69999694824219,105.83000183105469,49430900,AMAZON,1,1,0,0.1699981689453125,1
2023-05-09,-1.4794256110094959,-1.4902180033545291,-0.7788237895956338,-1.2512815895072282,-1.4609780597243127,105.4800033569336,106.79000091552734,105.16000366210938,106.62000274658203,44089400,AMAZON,1,1,0,0.7900009155273438,1
2023-05-10,-1.4435317635588145,-1.463201750116641,-1.1966541254198324,-1.0848852343375803,-1.2605479801315742,108.0999984741211,110.66999816894531,108.05000305175781,110.19000244140625,78627600,AMAZON,1,1,1,3.5699996948242188,1
2023-05-11,-1.4151303261059776,-1.4303812713187902,-0.899695604973105,-0.9263249624761113,-1.1488237604340301,111.02999877929688,113.27999877929688,110.48999786376953,112.18000030517578,74924800,AMAZON,1,1,0,1.9899978637695312,1
2023-05-12,-1.3926240717365554,-1.4069599735421283,-1.101885263022802,-1.0317360279370396,-1.2566179953684309,112.16000366210938,112.63999938964844,109.31999969482422,110.26000213623047,49810100,AMAZON,1,1,1,-1.9199981689453125,0
2023-05-15,-1.3680559567223343,-1.3814847294850487,-1.1949040189318691,-0.9195508178640661,-1.203843975454251,111.1500015258789,112.29000091552734,109.25,111.19999694824219,53011100,AMAZON,1,1,1,0.9399948120117188,1
2023-05-16,-1.3358211968308806,-1.3493093743948466,-1.2912469375348248,-0.7682956599627092,-1.0803293731310628,111.05000305175781,114.79000091552734,111.05000305175781,113.4000015258789,71472900,AMAZON,1,1,1,2.2000045776367188,1
2023-05-17,-1.3032960380884442,-1.3112454538204317,-1.8482492490350795,-0.6293522612333283,-0.9624294019005485,114.88999938964844,115.83000183105469,114.22000122070312,115.5,65655200,AMAZON,1,1,1,2.0999984741210938,1
2023-05-18,-1.2616521959018328,-1.265586949187183,-1.6471277814597538,-0.4744969237587095,-0.8136506730051838,116.69000244140625,118.5999984741211,116.33999633789062,118.1500015258789,73174100,AMAZON,1,1,1,2.6500015258789062,1
2023-05-19,-1.234673728328024,-1.230080046603261,-1.8075854213194216,-0.5908704217422417,-0.9203222387227782,118.16000366210938,118.30999755859375,115.69999694824219,116.25,54990200,AMAZON,1,1,1,-1.9000015258789062,0
2023-05-22,-1.209118230633243,-1.2015666927707087,-2.077338589170197,-0.7405769014095797,-0.9899392952425519,116.7699966430664,116.7699966430664,114.25,115.01000213623047,70741100,AMAZON,1,1,1,-1.2399978637695312,0
2023-05-23,-1.1730501483031743,-1.174968777791362,-2.042046322101232,-0.8835858450356179,-0.9910623927955723,114.2699966430664,117.13999938964844,113.77999877929688,114.98999786376953,67576300,AMAZON,1,1,1,-0.0200042724609375,0
2023-05-24,-1.1388696917385173,-1.1434119229811484,-1.5569593753255848,-0.7492290141343174,-0.8922507966042645,115.3499984741211,117.33999633789062,115.0199966430664,116.75,63487900,AMAZON,1,1,1,1.7600021362304688,1
2023-05-25,-1.1238268008350374,-1.1205279948142852,-1.9321596868129671,-0.8899532446946998,-0.9905008440190621,116.62999725341797,116.87000274658203,114.30999755859375,115.0,66496700,AMAZON,1,1,1,-1.75,0
2023-05-26,-1.0812536690316707,-1.0797404052574338,-0.7711460366147531,-0.685141923813953,-0.7036106713009562,116.04000091552734,121.5,116.0199966430664,120.11000061035156,96779900,AMAZON,1,1,1,5.1100006103515625,1
2023-05-30,-1.0243055836224981,-1.035705775336667,-0.32237095949087685,-0.5490351584610124,-0.6165890293990784,122.37000274658203,122.91999816894531,119.86000061035156,121.66000366210938,64314800,AMAZON,1,1,1,1.5500030517578125,1
2023-05-31,-0.9750822139983488,-0.9986080736939836,-0.06908781519785503,-0.703100496503055,-0.6772234471757592,121.44999694824219,122.04000091552734,119.16999816894531,120.58000183105469,72800800,AMAZON,1,1,1,-1.0800018310546875,0
2023-06-01,-0.9195571206242172,-0.9555980597455701,0.07458176294889454,-0.5880287093445365,-0.5542708219652952,120.69000244140625,123.48999786376953,119.93000030517578,122.7699966430664,54375100,AMAZON,1,1,0,2.1899948120117188,1
2023-06-02,-0.8607504559815343,-0.9097498665157129,0.5415809333428444,-0.4584819232069716,-0.47117916482656086,124.91999816894531,126.38999938964844,124.0199966430664,124.25,61215000,AMAZON,1,1,0,1.4800033569335938,1
2023-06-05,-0.8037152531326681,-0.8628774093462198,0.6145033065169615,-0.35700709922633206,-0.4122289650431967,123.36000061035156,125.80000305175781,123.02999877929688,125.30000305175781,47950100,AMAZON,1,1,0,1.0500030517578125,1
2023-06-06,-0.7433694546393608,-0.8140607219651435,0.5033597201979202,-0.26030422734994135,-0.3386819237602796,125.06999969482422,127.4000015258789,125.0,126.61000061035156,45695200,AMAZON,1,1,1,1.30999755859375,1
2023-06-07,-0.7009415333394926,-0.788797523773982,0.9121116726975965,-0.46275253358719876,-0.6407304867544488,127.01000213623047,127.37000274658203,120.62999725341797,121.2300033569336,95663300,AMAZON,1,1,0,-5.379997253417969,0
2023-06-08,-0.6601108389540528,-0.7537106554455167,1.0502212295238937,-0.33120736420778624,-0.47117916482656086,123.01000213623047,125.62999725341797,122.26000213623047,124.25,62159300,AMAZON,1,1,0,3.0199966430664062,1
2023-06-09,-0.627440469708118,-0.7239973637022287,1.3393253901324944,-0.4398349315105912,-0.5172163127674746,124.08000183105469,125.80000305175781,123.19000244140625,123.43000030517578,51330000,AMAZON,1,1,0,-0.8199996948242188,0
2023-06-12,-0.5800757014734905,-0.6842923856073075,2.145498965465345,-0.33119043413690324,-0.3409276905301064,124.0199966430664,126.77999877929688,123.52999877929688,126.56999969482422,51338000,AMAZON,1,1,0,3.1399993896484375,1
2023-06-13,-0.535179334550231,-0.6468076725005156,2.1294895339989734,-0.22418222811405358,-0.33587460821394266,128.1199951171875,128.41000366210938,125.18000030517578,126.66000366210938,50564800,AMAZON,1,1,1,0.09000396728515625,1
2023-06-14,-0.49736883695824796,-0.6126515660295488,2.0307775984553835,-0.3351218082218131,-0.34934920883290327,126.69999694824219,126.94999694824219,124.12000274658203,126.41999816894531,52422500,AMAZON,1,1,1,-0.2400054931640625,0
2023-06-15,-0.4636530141239619,-0.5780821955783629,2.0774883678183964,-0.20717597191211826,-0.3106104816417661,125.20999908447266,127.69000244140625,124.31999969482422,127.11000061035156,60458500,AMAZON,1,1,0,0.69000244140625,1
2023-06-16,-0.4423374238463888,-0.5518870837101123,2.217061778526341,-0.385339784474855,-0.40156210830678707,127.70999908447266,127.9000015258789,125.30000305175781,125.48999786376953,84188100,AMAZON,1,1,1,-1.6200027465820312,0
2023-06-20,-0.4146619945990171,-0.5262821297854205,1.4048711237397393,-0.26486095592809056,-0.3852806204777035,124.97000122070312,127.25,124.5,125.77999877929688,56930100,AMAZON,1,1,0,0.29000091552734375,1
2023-06-21,-0.38614439317458316,-0.5059320399409803,1.1375724964544414,-0.3751978255124166,-0.43861618916839373,125.63999938964844,126.7300033569336,123.8499984741211,124.83000183105469,52137700,AMAZON,1,1,0,-0.9499969482421875,0
2023-06-22,-0.3421192671162991,-0.46671840761043687,1.0748142251786166,-0.18398410268720672,-0.13993649049707177,125.30999755859375,130.3300018310547,125.13999938964844,130.14999389648438,90354600,AMAZON,1,1,1,5.3199920654296875,1
2023-06-23,-0.30558652889984605,-0.4331445657688881,1.1753099686815434,-0.3360483063508832,-0.1859732101017715,129.11000061035156,130.83999633789062,128.27999877929688,129.3300018310547,71855200,AMAZON,1,1,1,-0.8199920654296875,0
2023-06-26,-0.26977979888885845,-0.4093219216986267,1.1367199859575066,-0.46300119400329226,-0.29825897857582584,129.3300018310547,131.49000549316406,127.0999984741211,127.33000183105469,59989300,AMAZON,1,1,1,-2.0,0
2023-06-27,-0.24344024423683308,-0.3800199994296135,0.6119245308545094,-0.36395816307910417,-0.19439515674078237,128.6300048828125,130.08999633789062,127.55000305175781,129.17999267578125,46801000,AMAZON,1,1,0,1.8499908447265625,1
2023-06-28,-0.22200851214367634,-0.3531394814859241,0.5136440255359701,-0.47432000451798256,-0.20225512626706904,128.94000244140625,131.47999572753906,128.44000244140625,129.0399932861328,52149500,AMAZON,1,1,1,-0.1399993896484375,0
2023-06-29,-0.2007509927738954,-0.3323166910281051,0.13176830476378398,-0.5605808319255343,-0.2662575516941689,128.77000427246094,129.25999450683594,127.26000213623047,127.9000015258789,40761000,AMAZON,1,1,1,-1.1399917602539062,0
2023-06-30,-0.17870937213484522,-0.3035075834239943,-0.3988054141263293,-0.44564575508939586,-0.12814610787142777,129.47000122070312,131.25,128.9499969482422,130.36000061035156,54310500,AMAZON,1,1,1,2.4599990844726562,1
2023-07-03,-0.16137229264337388,-0.2770880856506979,-0.8012268951617675,-0.5054613885259889,-0.13600607739771445,130.82000732421875,131.85000610351562,130.07000732421875,130.22000122070312,28264800,AMAZON,1,1,0,-0.1399993896484375,0
2023-07-05,-0.1466198005908774,-0.2517662462391839,-1.0291203109613576,-0.42949743022945464,-0.1270230103184074,130.24000549316406,131.39999389648438,129.63999938964844,130.3800048828125,35895400,AMAZON,1,1,1,0.160003662109375,1
2023-07-06,-0.14153774315262135,-0.23573908498361057,-1.0777376987485738,-0.5155019786890156,-0.2404318763454821,128.25,128.72999572753906,127.37000274658203,128.36000061035156,40639900,AMAZON,1,1,0,-2.0200042724609375,0
2023-07-07,-0.11670827581931817,-0.21536048922018908,-0.8797363730519525,-0.4267699958102094,-0.16070908352959487,128.58999633789062,130.97000122070312,128.1300048828125,129.77999877929688,41928700,AMAZON,1,1,1,1.4199981689453125,1
2023-07-10,-0.10834466926852257,-0.2063469624406233,-1.0388213528197385,-0.557743775297322,-0.30948781242495965,129.07000732421875,129.27999877929688,125.91999816894531,127.12999725341797,61889300,AMAZON,0,1,1,-2.6500015258789062,0
2023-07-11,-0.09280809810276933,-0.1916572043771821,-1.107615312792074,-0.4520334708335374,-0.21685196776662205,127.75,129.77000427246094,127.3499984741211,128.77999877929688,49951500,AMAZON,1,1,1,1.6500015258789062,1
2023-07-12,-0.08052402951765249,-0.17025416154328119,-0.8994105109857575,-0.33770724167152744,-0.10344310173954735,130.30999755859375,131.25999450683594,128.8300018310547,130.8000030517578,54022800,AMAZON,1,1,1,2.0200042724609375,1
2023-07-13,-0.05833722053111639,-0.1369579591294087,-0.8968421371134861,-0.20825378254970484,0.09305699309004771,134.0399932861328,134.6699981689453,132.7100067138672,134.3000030517578,61170900,AMAZON,1,1,1,3.5,1
2023-07-14,-0.03434992537487464,-0.10436876090119303,0.5984189442137948,-0.09315448402600157,0.11439070656286704,134.05999755859375,136.64999389648438,134.05999755859375,134.67999267578125,54388100,AMAZON,1,1,0,0.3799896240234375,1
2023-07-17,-0.015618922536277188,-0.07812975340951031,0.6555164288821181,-0.19568764906271233,0.051510950352573553,134.55999755859375,135.6199951171875,133.2100067138672,133.55999755859375,48450200,AMAZON,1,1,1,-1.1199951171875,0
2023-07-18,0.0056966898973075985,-0.05635214626973464,0.6106232276599644,-0.31201649398429065,0.010526884727823548,132.7100067138672,133.86000061035156,131.35000610351562,132.8300018310547,54969100,AMAZON,1,1,0,-0.7299957275390625,0
2023-07-19,0.03351732964817768,-0.026384344196260116,1.0466764939153363,-0.19661478206944052,0.15256831331370804,133.38999938964844,135.99000549316406,132.52999877929688,135.36000061035156,54531000,AMAZON,1,1,1,2.529998779296875,1
2023-07-20,0.04841503220417172,-0.018829812899260195,1.1607171126047842,-0.32321065685210515,-0.15060291889726746,134.07000732421875,134.7899932861328,129.3300018310547,129.9600067138672,59820600,AMAZON,0,1,1,-5.399993896484375,0
2023-07-21,0.04797944500570229,-0.011610993311840328,1.4368719376716135,-0.04118741982486366,-0.14835758046365466,131.33999633789062,131.3699951171875,128.4199981689453,130.0,133265000,AMAZON,0,1,0,0.0399932861328125,1
2023-07-24,0.04644031115507863,-0.009408978521729706,1.956926654339748,-0.1376699891538898,-0.21572887021360168,130.30999755859375,131.66000366210938,128.35000610351562,128.8000030517578,45591100,AMAZON,0,1,1,-1.1999969482421875,0
2023-07-25,0.051667579096833054,-0.00609747358681799,0.7617938772404145,-0.05463497512720038,-0.19720161561469135,129.30999755859375,129.5800018310547,128.52999877929688,129.1300048828125,39236700,AMAZON,0,1,1,0.3300018310546875,1
2023-07-26,0.048676428835278625,-0.006716376092891231,0.9634181577119236,-0.16872270191564664,-0.2522222589711261,126.51000213623047,129.0800018310547,126.11000061035156,128.14999389648438,53910100,AMAZON,0,1,0,-0.980010986328125,0
2023-07-27,0.04638226240329888,-0.006916069084056935,1.0952333070715468,-0.05738484189036548,-0.2466076278784522,131.0,132.6300048828125,127.79000091552734,128.25,52610700,AMAZON,0,1,1,0.100006103515625,1
2023-07-28,0.05889865893160782,0.007915730855064508,1.0952333070715468,0.04063476624894758,-0.024281429363956355,129.69000244140625,133.00999450683594,129.3300018310547,132.2100067138672,46317400,AMAZON,1,1,0,3.9600067138671875,1
