,Date,Open,High,Low,Close,Adj Close,Volume,company_name,SMA_20,buy_signal,sell_signal,signal_SMA,EMA_10,EMA_30,EMA_50,signal_EMA,RSI,signal,OBV,signal_OBV
17,2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,147.7115478515625,68572400,APPLE,,0,0,0,149.39316671212552,150.18289193049333,150.78800013295867,0,43.18325306421618,0,402527800.0,1.0
18,2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,149.6710968017578,84457100,APPLE,,0,0,0,149.44369945569503,150.14987288992975,150.74420000232337,0,47.32509125225268,0,354810900.0,0.0
19,2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.77984619140625,73695900,APPLE,149.51792068481444,0,0,1,149.8684534076425,150.25503245776693,150.78481357836583,0,51.03824412150838,0,307166700.0,0.0
20,2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,152.17771911621094,77167900,APPLE,149.50747604370116,0,0,1,150.28831990010949,150.37907675831173,150.839437324948,0,66.49848894103457,0,257033600.0,0.0
21,2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,155.0225372314453,76161100,APPLE,149.5333381652832,0,0,1,151.14908668762507,150.6786548533526,151.00348045853613,1,62.56657246612675,0,325479200.0,1.0
22,2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,154.1770477294922,98944600,APPLE,149.59749526977538,0,0,1,151.69962505887364,150.90435761955516,151.127934077005,1,58.123240021057384,0,276092700.0,0.0
23,2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.56431579589844,73641400,APPLE,149.8387077331543,0,0,1,152.58411428378722,151.2695162115773,151.3411255169616,1,68.95778195006812,0,317608900.0,1.0
24,2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.434326171875,73938300,APPLE,150.37584075927734,0,0,1,153.64778917253042,151.73176201546747,151.61929024852685,1,63.613759723685014,0,367531900.0,1.0
25,2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.99203491210938,75701800,APPLE,150.81947326660156,0,0,1,154.25583385245386,152.0711344604121,151.82998611768696,1,58.91436225815848,0,415252100.0,1.0
26,2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,158.086181640625,67622100,APPLE,151.2934425354004,0,0,1,154.95226072303043,152.45920202042583,152.0753271185865,1,60.52884186865916,0,362795700.0,0.0
27,2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,159.399169921875,59196500,APPLE,151.96684799194335,0,0,1,155.7607896682749,152.90694188503545,152.3625366402841,1,60.85065004743946,0,304458400.0,0.0
28,2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,157.43963623046875,52390300,APPLE,152.48209762573242,0,0,1,156.0660344977647,153.19937377828924,152.5616385849972,1,57.85984674022233,0,346408000.0,1.0
29,2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.81297302246094,45992200,APPLE,152.9913787841797,0,0,1,156.20184150225492,153.4325092133971,152.72835758254482,1,67.80943367897719,0,297693900.0,0.0
30,2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.91644287109375,51305700,APPLE,153.76027603149413,0,-1,1,156.87722356931653,153.85082751389368,153.01024328013497,1,74.83471053538555,0,252195100.0,0.0
31,2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,161.49798583984375,49501700,APPLE,154.57840957641602,0,-1,1,157.71736216395783,154.34419256718078,153.3430959295353,1,74.37161976600922,0,317097400.0,1.0
32,2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,164.0244903564453,68749800,APPLE,155.26822814941406,0,0,1,158.86411274441008,154.96872790842366,153.7619741423553,1,68.17962625202479,0,372306600.0,1.0
33,2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,165.2877655029297,56976200,APPLE,155.88195343017577,0,0,1,160.03204960959545,155.63447226935955,154.21396596041706,1,68.51408758235405,0,319833700.0,0.0
34,2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,164.75062561035156,46278300,APPLE,156.57972869873046,0,0,1,160.8899725188238,156.22261119458483,154.62716829963017,1,52.65796747444879,0,271408000.0,0.0
35,2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,162.89053344726562,51511700,APPLE,157.12133712768554,0,0,1,161.25371086944958,156.65279972701586,154.95122183483156,1,57.84957343167972,0,206272000.0,0.0
36,2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.7857666015625,45390100,APPLE,157.82110214233398,0,0,1,161.71408463892465,157.11299113827695,155.2976745707818,1,61.93789885334451,0,125036600.0,0.0
37,2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,161.1697235107422,47716900,APPLE,158.49401092529297,0,0,1,161.615109888346,157.37471580746825,155.52795099979986,1,48.08651556261186,0,238353000.0,1.0
38,2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,159.94625854492188,47644200,APPLE,159.00776901245118,0,0,1,161.3116823713598,157.5406217905298,155.70121796235367,1,47.611214921946285,0,182390200.0,0.0
39,2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,159.24998474121094,50133100,APPLE,159.38127593994142,0,0,0,160.9368282567873,157.6509032712189,155.84038528701475,1,58.10277606895337,0,137063300.0,0.0
40,2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,164.68096923828125,68445600,APPLE,160.0064384460449,0,0,1,161.61758116251346,158.1044559142552,156.1870748537311,1,59.82064412652624,0,190787800.0,1.0
41,2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.3328399658203,49386500,APPLE,160.47195358276366,0,0,1,162.1112645812965,158.50628714338842,156.50651662283263,1,60.47236994832809,0,240302500.0,1.0
42,2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,164.3527374267578,41516200,APPLE,160.98073806762696,0,0,1,162.5188050986531,158.88347748425096,156.8142115563199,1,61.45835600903499,0,194804700.0,0.0
43,2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,165.58616638183594,49923000,APPLE,161.43183059692382,0,0,1,163.07650715014088,159.31590902603065,157.15820978477151,1,59.61083889395015,0,157538000.0,0.0
44,2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,166.74000549316406,47720200,APPLE,161.84711456298828,0,0,1,163.74259775796327,159.79488299165217,157.53396647921826,1,54.56839771788086,0,157538000.0,0.0
45,2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,165.7651824951172,52456400,APPLE,162.28577194213867,0,0,1,164.11034043744579,160.18006360477895,157.8567592641555,1,58.4679304643689,0,215489600.0,1.0
46,2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,164.14385986328125,58337300,APPLE,162.5886558532715,0,0,1,164.11643487850677,160.43579239565008,158.1033122288271,1,58.82079376216886,0,280986300.0,1.0
47,2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,164.4522247314453,41949600,APPLE,162.84130859375,0,0,1,164.17748757904104,160.6949170624756,158.35228918971407,1,47.08122306595262,0,336758700.0,1.0
48,2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,162.90048217773438,48714100,APPLE,163.11435089111328,0,0,0,163.94530477880346,160.8372115860407,158.5306496990482,1,58.36208058877887,0,293187800.0,0.0
49,2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,162.89053344726562,45498800,APPLE,163.41822891235353,0,0,0,163.7535281730693,160.96968396418424,158.70162553231165,1,64.32792429430197,0,242440500.0,0.0
50,2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,167.51585388183594,64902300,APPLE,163.79819946289064,0,0,1,164.43758739284505,161.39201750725854,159.0472815460185,1,55.2329278279642,0,287584000.0,1.0
51,2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,168.7790985107422,55209200,APPLE,164.16225509643556,0,0,1,165.2269530506445,161.86860337845104,159.42892142698807,1,53.2779401708759,0,343642300.0,1.0
