,Open,High,Low,Close,Adj Close,Volume,company_name,Date,SMA_20,buy_signal,sell_signal,signal_SMA,EMA_10,EMA_30,EMA_50,signal_EMA,RSI,signal_RSI,variation,OBV,signal_OBV
0,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.9920196533203,75701800,APPLE,2023-03-22,150.81947174072266,0,0,1,154.21155177509792,151.1974346825228,150.25721066423057,1,63.62883595157894,1,-1.4499969482421875,-75701800,0
1,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,158.086181640625,67622100,APPLE,2023-03-23,151.2934425354004,0,0,1,154.91602993246647,151.6418699701423,150.5642291338931,1,57.35762227018835,0,1.0999908447265625,-8079700,1
2,158.86000061035156,160.33999633789062,157.85000610351562,160.25,159.39918518066406,59196500,APPLE,2023-03-24,151.96684799194335,0,0,1,155.7311490685024,152.1423419192082,150.91069799847236,1,60.2680770886891,1,1.32000732421875,51116800,1
3,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,157.4396209716797,52390300,APPLE,2023-03-27,152.48209686279296,0,0,1,156.04178032362552,152.48410185807734,151.1667341935001,1,58.585377335548195,1,-1.970001220703125,-1273500,0
4,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.81297302246094,45992200,APPLE,2023-03-28,152.9913787841797,0,0,1,156.18199717795923,152.76338386868275,151.3881553240476,1,63.11645368866765,0,-0.6300048828125,-47265700,0
5,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.91641235351562,51305700,APPLE,2023-03-29,153.76027450561523,0,-1,1,156.8609817553331,153.22486957738167,151.7225967761836,1,70.1363017268709,0,3.1200103759765625,4040000,1
6,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,161.4979705810547,49501700,APPLE,2023-03-30,154.5784065246582,0,-1,1,157.70407063273703,153.75861802923154,152.1059447685315,1,76.18847332003864,0,1.589996337890625,53541700,1
7,162.44000244140625,165.0,161.91000366210938,164.89999389648438,164.0244598388672,68749800,APPLE,2023-03-31,155.2682228088379,0,-1,1,158.85323230657886,154.42093040404674,152.5733375163878,1,71.54576530926539,1,2.5399932861328125,122291500,1
8,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,165.28775024414062,56976200,APPLE,2023-04-03,155.8819465637207,0,-1,1,160.0231446588628,155.12201555502054,153.07194193708398,1,70.38201479724847,1,1.2700042724609375,179267700,1
9,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,164.75062561035156,46278300,APPLE,2023-04-04,156.5797218322754,0,0,1,160.88268665004256,155.74321620375156,153.52992953211407,1,60.3027758732815,0,-0.5399932861328125,132989400,0
