Date,Open,High,Low,Close,Adj Close,Volume,company_name,variation,OBV,signal_OBV
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,159.94625854492188,47644200,APPLE,-1.2299957275390625,453677400,0
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,159.24998474121094,50133100,APPLE,-0.6999969482421875,403544300,0
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,164.68096923828125,68445600,APPLE,5.459991455078125,471989900,1
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.3328399658203,49386500,APPLE,-0.3499908447265625,422603400,0
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,164.3527374267578,41516200,APPLE,0.019989013671875,464119600,1
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,165.58616638183594,49923000,APPLE,1.2400054931640625,514042600,1
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,166.74000549316406,47720200,APPLE,1.160003662109375,561762800,1
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,165.76519775390625,52456400,APPLE,-0.980010986328125,509306400,0
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,164.14385986328125,58337300,APPLE,-1.6299896240234375,450969100,0
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,164.45220947265625,41949600,APPLE,0.30999755859375,492918700,1
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,162.90048217773438,48714100,APPLE,-1.55999755859375,444204600,0
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,162.89053344726562,45498800,APPLE,-0.010009765625,398705800,0
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,167.51585388183594,64902300,APPLE,4.6500091552734375,463608100,1
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,168.77911376953125,55209200,APPLE,1.269989013671875,518817300,1
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,168.68959045410156,52472900,APPLE,-0.089996337890625,466344400,0
2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,167.6451416015625,48425700,APPLE,-1.0500030517578125,417918700,0
2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,166.56094360351562,65136000,APPLE,-1.089996337890625,352782700,0
2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,164.9097442626953,81235400,APPLE,-1.660003662109375,271547300,0
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,172.64845275878906,113316400,APPLE,7.7800140380859375,384863700,1
2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,172.57882690429688,55962800,APPLE,-0.07000732421875,328900900,0
2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,170.85801696777344,45326900,APPLE,-1.7299957275390625,283574000,0
2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,172.6385040283203,53724500,APPLE,1.7899932861328125,337298500,1
2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,172.82749938964844,49514700,APPLE,0.19000244140625,386813200,1
2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,171.8911895751953,45497800,APPLE,-1.17999267578125,341315400,0
2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,171.39317321777344,37266700,APPLE,-0.5,304048700,0
2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,171.39317321777344,42110300,APPLE,0.0,304048700,0
2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,172.01072692871094,57951600,APPLE,0.6199951171875,362000300,1
2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,174.36143493652344,65496700,APPLE,2.3600006103515625,427497000,1
2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.4710235595703,55772400,APPLE,0.1100006103515625,483269400,1
2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,173.51478576660156,43570900,APPLE,-0.9600067138671875,439698500,0
2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,170.8851776123047,50747300,APPLE,-2.6399993896484375,388951200,0
2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,171.1640625,45143500,APPLE,0.279998779296875,434094700,1
2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,172.30953979492188,56058300,APPLE,1.1500091552734375,490153000,1
2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.7399444580078,54835000,APPLE,2.4399871826171875,544988000,1
2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,176.6025848388672,55964400,APPLE,1.8700103759765625,600952400,1
2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,176.55279541015625,99625300,APPLE,-0.0500030517578125,501327100,0
2023-06-01,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,179.38160705566406,68901800,APPLE,2.839996337890625,570228900,1
2023-06-02,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,180.23822021484372,61945900,APPLE,0.8600006103515625,632174800,1
2023-06-05,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,178.8736114501953,121946500,APPLE,-1.3699951171875,510228300,0
2023-06-06,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,178.5050811767578,64848400,APPLE,-0.3699951171875,445379900,0
2023-06-07,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,177.12054443359375,61944600,APPLE,-1.3899993896484375,383435300,0
2023-06-08,177.89999389648438,180.83999633789065,177.4600067138672,180.57000732421875,179.85972595214844,50214900,APPLE,2.75,433650200,1
2023-06-09,181.5,182.22999572753903,180.6300048828125,180.9600067138672,180.24819946289065,48870700,APPLE,0.3899993896484375,482520900,1
2023-06-12,181.2700042724609,183.88999938964844,180.97000122070312,183.7899932861328,183.0670623779297,54274900,APPLE,2.829986572265625,536795800,1
2023-06-13,182.8000030517578,184.1499938964844,182.44000244140625,183.30999755859372,182.5889434814453,54929100,APPLE,-0.4799957275390909,481866700,0
2023-06-14,183.3699951171875,184.38999938964844,182.0200042724609,183.9499969482422,183.22642517089844,57462900,APPLE,0.6399993896484659,539329600,1
2023-06-15,183.9600067138672,186.5200042724609,183.77999877929688,186.00999450683597,185.27833557128903,65433200,APPLE,2.0599975585937784,604762800,1
2023-06-16,186.72999572753903,186.9900054931641,184.2700042724609,184.9199981689453,184.19261169433597,101235600,APPLE,-1.0899963378906534,503527200,0
2023-06-20,184.41000366210935,186.1000061035156,184.41000366210935,185.00999450683597,184.28225708007807,49799100,APPLE,0.08999633789065342,553326300,1
2023-06-21,184.8999938964844,185.41000366210935,182.58999633789065,183.9600067138672,183.2364044189453,49515700,APPLE,-1.0499877929687784,503810600,0
2023-06-22,183.7400054931641,187.0500030517578,183.6699981689453,187.0,186.2644195556641,51245300,APPLE,3.0399932861328125,555055900,1
2023-06-23,185.5500030517578,187.55999755859372,185.00999450683597,186.67999267578125,185.9456787109375,53079300,APPLE,-0.32000732421875,501976600,0
2023-06-26,186.8300018310547,188.0500030517578,185.22999572753903,185.2700042724609,184.54124450683597,48088700,APPLE,-1.409988403320341,453887900,0
2023-06-27,185.88999938964844,188.38999938964844,185.6699981689453,188.05999755859372,187.32025146484372,50730800,APPLE,2.7899932861328125,504618700,1
2023-06-28,187.92999267578125,189.8999938964844,187.6000061035156,189.25,188.50558471679688,51216800,APPLE,1.1900024414062784,555835500,1
2023-06-29,189.0800018310547,190.07000732421875,188.94000244140625,189.58999633789065,188.84423828125,46347300,APPLE,0.3399963378906534,602182800,1
2023-06-30,191.6300048828125,194.47999572753903,191.25999450683597,193.97000122070312,193.2070159912109,85069600,APPLE,4.380004882812472,687252400,1
2023-07-03,193.77999877929688,193.8800048828125,191.75999450683597,192.4600067138672,191.70297241210935,31458200,APPLE,-1.5099945068359375,655794200,0
2023-07-05,191.57000732421875,192.97999572753903,190.6199951171875,191.3300018310547,190.5774078369141,46920300,APPLE,-1.1300048828125,608873900,0
2023-07-06,189.83999633789065,192.0200042724609,189.1999969482422,191.80999755859372,191.05551147460935,45094300,APPLE,0.4799957275390341,653968200,1
2023-07-07,191.41000366210935,192.6699981689453,190.2400054931641,190.67999267578125,189.9299468994141,46778000,APPLE,-1.1300048828124716,607190200,0
2023-07-10,189.25999450683597,189.9900054931641,187.0399932861328,188.6100006103516,187.86810302734372,59922200,APPLE,-2.069992065429659,547268000,0
2023-07-11,189.16000366210935,189.3000030517578,186.6000061035156,188.0800018310547,187.34017944335935,46638100,APPLE,-0.5299987792969034,500629900,0
2023-07-12,189.67999267578125,191.6999969482422,188.47000122070312,189.7700042724609,189.02354431152344,60750200,APPLE,1.6900024414062216,561380100,1
2023-07-13,190.5,191.19000244140625,189.77999877929688,190.5399932861328,189.7905120849609,41342300,APPLE,0.7699890136719034,602722400,1
2023-07-14,190.22999572753903,191.17999267578125,189.6300048828125,190.69000244140625,189.9399261474609,41573900,APPLE,0.1500091552734375,644296300,1
2023-07-17,191.8999938964844,194.32000732421875,191.80999755859372,193.9900054931641,193.2269287109375,50520200,APPLE,3.300003051757841,694816500,1
2023-07-18,193.3500061035156,194.3300018310547,192.4199981689453,193.72999572753903,192.96795654296875,48353800,APPLE,-0.26000976562505684,646462700,0
2023-07-19,193.1000061035156,198.22999572753903,192.6499938964844,195.1000061035156,194.33258056640625,80507300,APPLE,1.3700103759765625,726970000,1
2023-07-20,195.08999633789065,196.47000122070312,192.5,193.1300048828125,192.37033081054688,59581200,APPLE,-1.9700012207030966,667388800,0
2023-07-21,194.1000061035156,194.97000122070312,191.22999572753903,191.94000244140625,191.1850128173828,71917800,APPLE,-1.19000244140625,595471000,0
2023-07-24,193.41000366210935,194.91000366210935,192.25,192.75,191.99180603027344,45377800,APPLE,0.80999755859375,640848800,1
2023-07-25,193.3300018310547,194.44000244140625,192.9199981689453,193.6199951171875,192.8583831787109,37283200,APPLE,0.8699951171875,678132000,1
2023-07-26,193.6699981689453,195.63999938964844,193.32000732421875,194.5,193.7349395751953,47471900,APPLE,0.8800048828125,725603900,1
2023-07-27,196.0200042724609,197.1999969482422,192.5500030517578,193.22000122070312,192.4599609375,47460200,APPLE,-1.279998779296875,678143700,0
2023-07-28,194.6699981689453,196.6300048828125,194.13999938964844,195.8300018310547,195.0597076416016,48291400,APPLE,2.6100006103515625,726435100,1
2023-07-31,196.05999755859372,196.4900054931641,195.25999450683597,196.4499969482422,195.67726135253903,38824100,APPLE,0.6199951171875,765259200,1
2023-08-01,196.2400054931641,196.72999572753903,195.27999877929688,195.6100006103516,194.84056091308597,35175100,APPLE,-0.8399963378905966,730084100,0
2023-08-02,195.0399932861328,195.17999267578125,191.8500061035156,192.5800018310547,191.82249450683597,50389300,APPLE,-3.0299987792969034,679694800,0
2023-08-03,191.57000732421875,192.3699951171875,190.69000244140625,191.1699981689453,190.41802978515625,61235200,APPLE,-1.410003662109375,618459600,0
2023-08-04,185.5200042724609,187.3800048828125,181.9199981689453,181.9900054931641,181.27415466308597,115799700,APPLE,-9.179992675781222,502659900,0
2023-08-07,182.1300048828125,183.1300048828125,177.35000610351562,178.85000610351562,178.146484375,97576100,APPLE,-3.139999389648466,405083800,0
2023-08-08,179.69000244140625,180.2700042724609,177.5800018310547,179.8000030517578,179.09274291992188,67823000,APPLE,0.9499969482421875,472906800,1
2023-08-09,180.8699951171875,180.92999267578125,177.00999450683594,178.19000244140625,177.4890899658203,60378500,APPLE,-1.6100006103515625,412528300,0
2023-08-10,179.47999572753906,180.75,177.60000610351562,177.97000122070312,177.26995849609375,54686900,APPLE,-0.220001220703125,357841400,0
2023-08-11,177.32000732421875,178.6199951171875,176.5500030517578,177.7899932861328,177.32980346679688,51988100,APPLE,-0.1800079345703125,305853300,0
2023-08-14,177.97000122070312,179.69000244140625,177.30999755859375,179.4600067138672,178.9954833984375,43675600,APPLE,1.670013427734375,349528900,1
2023-08-15,178.8800048828125,179.47999572753906,177.0500030517578,177.4499969482422,176.9906768798828,43622600,APPLE,-2.010009765625,305906300,0
2023-08-16,177.1300048828125,178.5399932861328,176.5,176.57000732421875,176.1129608154297,46964900,APPLE,-0.8799896240234375,258941400,0
2023-08-17,177.13999938964844,177.50999450683594,173.47999572753906,174.0,173.54962158203125,66062900,APPLE,-2.57000732421875,192878500,0
2023-08-18,172.3000030517578,175.10000610351562,171.9600067138672,174.49000549316406,174.03834533691406,61114200,APPLE,0.4900054931640625,253992700,1
2023-08-21,175.07000732421875,176.1300048828125,173.74000549316406,175.83999633789062,175.3848419189453,46311900,APPLE,1.3499908447265625,300304600,1
2023-08-22,177.05999755859375,177.67999267578125,176.25,177.22999572753906,176.771240234375,42084200,APPLE,1.3899993896484375,342388800,1
2023-08-23,178.52000427246094,181.5500030517578,178.3300018310547,181.1199951171875,180.65118408203125,52722800,APPLE,3.8899993896484375,395111600,1
2023-08-24,180.6699981689453,181.1000061035156,176.00999450683594,176.3800048828125,175.92344665527344,54945800,APPLE,-4.739990234375,340165800,0
2023-08-25,177.3800048828125,179.14999389648438,175.82000732421875,178.61000061035156,178.14767456054688,51449600,APPLE,2.2299957275390625,391615400,1
2023-08-28,180.08999633789062,180.58999633789065,178.5500030517578,180.19000244140625,179.7235870361328,43820700,APPLE,1.5800018310546875,435436100,1
2023-08-29,179.6999969482422,184.8999938964844,179.5,184.1199951171875,183.64341735839844,53003900,APPLE,3.92999267578125,488440000,1
2023-08-30,184.94000244140625,187.8500061035156,184.7400054931641,187.6499938964844,187.16427612304688,60813900,APPLE,3.5299987792969034,549253900,1
2023-08-31,187.83999633789065,189.1199951171875,187.47999572753903,187.8699951171875,187.3837127685547,60794500,APPLE,0.22000122070309658,610048400,1
2023-09-01,189.4900054931641,189.9199981689453,188.27999877929688,189.4600067138672,188.9696044921875,45732600,APPLE,1.5900115966796875,655781000,1
2023-09-05,188.27999877929688,189.97999572753903,187.6100006103516,189.6999969482422,189.2089691162109,45280000,APPLE,0.239990234375,701061000,1
2023-09-06,188.3999938964844,188.8500061035156,181.47000122070312,182.91000366210935,182.43655395507807,81755800,APPLE,-6.789993286132841,619305200,0
2023-09-07,175.17999267578125,178.2100067138672,173.5399932861328,177.55999755859375,177.10040283203125,112488800,APPLE,-5.350006103515597,506816400,0
2023-09-08,178.35000610351562,180.2400054931641,177.7899932861328,178.17999267578125,177.71878051757812,65551300,APPLE,0.6199951171875,572367700,1
2023-09-11,180.07000732421875,180.3000030517578,177.33999633789062,179.36000061035156,178.89573669433594,58953100,APPLE,1.1800079345703125,631320800,1
2023-09-12,179.49000549316406,180.1300048828125,174.82000732421875,176.3000030517578,175.84365844726562,90370200,APPLE,-3.05999755859375,540950600,0
2023-09-13,176.50999450683594,177.3000030517578,173.97999572753906,174.2100067138672,173.75906372070312,84267900,APPLE,-2.089996337890625,456682700,0
2023-09-14,174.0,176.10000610351562,173.5800018310547,175.74000549316406,175.28512573242188,60895800,APPLE,1.529998779296875,517578500,1
2023-09-15,176.47999572753906,176.5,173.82000732421875,175.00999450683594,174.55697631835938,109205100,APPLE,-0.730010986328125,408373400,0
2023-09-18,176.47999572753906,179.3800048828125,176.1699981689453,177.97000122070312,177.50933837890625,67257600,APPLE,2.9600067138671875,475631000,1
2023-09-19,177.52000427246094,179.6300048828125,177.1300048828125,179.07000732421875,178.6064910888672,51826900,APPLE,1.100006103515625,527457900,1
2023-09-20,179.25999450683594,179.6999969482422,175.39999389648438,175.49000549316406,175.03575134277344,58436200,APPLE,-3.5800018310546875,469021700,0
2023-09-21,174.5500030517578,176.3000030517578,173.86000061035156,173.92999267578125,173.47979736328125,63047900,APPLE,-1.5600128173828125,405973800,0
2023-09-22,174.6699981689453,177.0800018310547,174.0500030517578,174.7899932861328,174.33755493164062,56725400,APPLE,0.8600006103515625,462699200,1
2023-09-25,174.1999969482422,176.97000122070312,174.14999389648438,176.0800018310547,175.6242218017578,46172700,APPLE,1.290008544921875,508871900,1
2023-09-26,174.82000732421875,175.1999969482422,171.66000366210938,171.9600067138672,171.514892578125,64588900,APPLE,-4.1199951171875,444283000,0
2023-09-27,172.6199951171875,173.0399932861328,169.0500030517578,170.42999267578125,169.98883056640625,66921800,APPLE,-1.5300140380859375,377361200,0
2023-09-28,169.33999633789062,172.02999877929688,167.6199951171875,170.69000244140625,170.24818420410156,56294400,APPLE,0.260009765625,433655600,1
2023-09-29,172.02000427246094,173.07000732421875,170.33999633789062,171.2100067138672,170.76683044433594,51814200,APPLE,0.5200042724609375,485469800,1
2023-10-02,171.22000122070312,174.3000030517578,170.92999267578125,173.75,173.30026245117188,52164500,APPLE,2.5399932861328125,537634300,1
2023-10-03,172.25999450683594,173.6300048828125,170.82000732421875,172.39999389648438,171.95375061035156,49594600,APPLE,-1.350006103515625,488039700,0
2023-10-04,171.08999633789062,174.2100067138672,170.97000122070312,173.66000366210938,173.2104949951172,53020300,APPLE,1.260009765625,541060000,1
2023-10-05,173.7899932861328,175.4499969482422,172.67999267578125,174.91000366210938,174.45726013183594,48527900,APPLE,1.25,589587900,1
2023-10-06,173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,177.0305938720703,57224100,APPLE,2.5800018310546875,646812000,1
2023-10-09,176.80999755859375,179.0500030517578,175.8000030517578,178.99000549316406,178.52670288085938,42390800,APPLE,1.5,689202800,1
2023-10-10,178.10000610351562,179.72000122070312,177.9499969482422,178.38999938964844,177.92825317382812,43698000,APPLE,-0.600006103515625,645504800,0
2023-10-11,178.1999969482422,179.85000610351562,177.60000610351562,179.8000030517578,179.3345947265625,47551100,APPLE,1.410003662109375,693055900,1
2023-10-12,180.07000732421875,182.33999633789065,179.0399932861328,180.7100067138672,180.24224853515625,56743100,APPLE,0.910003662109375,749799000,1
2023-10-13,181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,178.38705444335938,51427100,APPLE,-1.8600006103515625,698371900,0
2023-10-16,176.75,179.0800018310547,176.50999450683594,178.72000122070312,178.2574005126953,52517000,APPLE,-0.1300048828125,645854900,0
2023-10-17,176.64999389648438,178.4199981689453,174.8000030517578,177.14999389648438,176.6914520263672,57549400,APPLE,-1.57000732421875,588305500,0
2023-10-18,175.5800018310547,177.5800018310547,175.11000061035156,175.83999633789062,175.3848419189453,54764400,APPLE,-1.30999755859375,533541100,0
2023-10-19,176.0399932861328,177.83999633789062,175.19000244140625,175.4600067138672,175.00584411621094,59302900,APPLE,-0.3799896240234375,474238200,0
2023-10-20,175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,172.43251037597656,64189300,APPLE,-2.5800018310546875,410048900,0
2023-10-23,170.91000366210938,174.00999450683594,169.92999267578125,173.0,172.5522003173828,55980100,APPLE,0.1199951171875,466029000,1
2023-10-24,173.0500030517578,173.6699981689453,171.4499969482422,173.44000244140625,172.99105834960938,43816600,APPLE,0.44000244140625,509845600,1
2023-10-25,171.8800048828125,173.05999755859375,170.64999389648438,171.10000610351562,170.65713500976562,57157000,APPLE,-2.339996337890625,452688600,0
2023-10-26,170.3699951171875,171.3800048828125,165.6699981689453,166.88999938964844,166.45802307128906,70625300,APPLE,-4.2100067138671875,382063300,0
2023-10-27,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,167.78457641601562,58499100,APPLE,1.3300018310546875,440562400,1
2023-10-30,169.02000427246094,171.1699981689453,168.8699951171875,170.2899932861328,169.8491973876953,51131000,APPLE,2.0699920654296875,491693400,1
2023-10-31,169.35000610351562,170.89999389648438,167.89999389648438,170.77000427246094,170.32797241210938,44846000,APPLE,0.480010986328125,536539400,1
2023-11-01,171.0,174.22999572753906,170.1199951171875,173.97000122070312,173.51968383789062,56934900,APPLE,3.1999969482421875,593474300,1
2023-11-02,175.52000427246094,177.77999877929688,175.4600067138672,177.57000732421875,177.11038208007812,77334800,APPLE,3.600006103515625,670809100,1
2023-11-03,174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,176.1927490234375,79763700,APPLE,-0.920013427734375,591045400,0
2023-11-06,176.3800048828125,179.42999267578125,176.2100067138672,179.22999572753906,178.7660675048828,63841300,APPLE,2.5800018310546875,654886700,1
2023-11-07,179.17999267578125,182.44000244140625,178.97000122070312,181.82000732421875,181.349365234375,70530000,APPLE,2.5900115966796875,725416700,1
2023-11-08,182.3500061035156,183.4499969482422,181.58999633789065,182.88999938964844,182.4165954589844,49340300,APPLE,1.0699920654296875,774757000,1
2023-11-09,182.9600067138672,184.1199951171875,181.80999755859372,182.41000366210935,181.93783569335935,53763500,APPLE,-0.4799957275390909,720993500,0
2023-11-10,183.97000122070312,186.57000732421875,183.52999877929688,186.3999938964844,186.16244506835935,66133400,APPLE,3.989990234375057,787126900,1
2023-11-13,185.82000732421875,186.02999877929688,184.2100067138672,184.8000030517578,184.5644989013672,43627500,APPLE,-1.599990844726591,743499400,0
2023-11-14,187.6999969482422,188.1100006103516,186.3000030517578,187.44000244140625,187.2011260986328,60108400,APPLE,2.6399993896484375,803607800,1
2023-11-15,187.8500061035156,189.5,187.77999877929688,188.00999450683597,187.7703857421875,53790500,APPLE,0.5699920654297159,857398300,1
2023-11-16,189.57000732421875,190.9600067138672,188.6499938964844,189.7100067138672,189.4682464599609,54412900,APPLE,1.7000122070312216,911811200,1
2023-11-17,190.25,190.3800048828125,188.57000732421875,189.69000244140625,189.44825744628903,50922700,APPLE,-0.0200042724609375,860888500,0
2023-11-20,189.88999938964844,191.91000366210935,189.8800048828125,191.4499969482422,191.2060089111328,46505100,APPLE,1.7599945068359375,907393600,1
2023-11-21,191.41000366210935,191.5200042724609,189.7400054931641,190.63999938964844,190.3970489501953,38134500,APPLE,-0.80999755859375,869259100,0
2023-11-22,191.4900054931641,192.92999267578125,190.8300018310547,191.30999755859372,191.06619262695312,39617700,APPLE,0.6699981689452841,908876800,1
2023-11-24,190.8699951171875,190.8999938964844,189.25,189.97000122070312,189.7279052734375,24048300,APPLE,-1.3399963378905966,884828500,0
2023-11-27,189.9199981689453,190.6699981689453,188.8999938964844,189.7899932861328,189.54812622070312,40552600,APPLE,-0.1800079345703125,844275900,0
2023-11-28,189.77999877929688,191.0800018310547,189.3999938964844,190.3999938964844,190.1573486328125,38415400,APPLE,0.6100006103515909,882691300,1
2023-11-29,190.8999938964844,192.08999633789065,188.97000122070312,189.3699951171875,189.128662109375,43014200,APPLE,-1.0299987792969034,839677100,0
2023-11-30,189.83999633789065,190.32000732421875,188.19000244140625,189.9499969482422,189.7079162597656,48794400,APPLE,0.5800018310546875,888471500,1
2023-12-01,190.3300018310547,191.55999755859372,189.22999572753903,191.2400054931641,190.9962921142578,45679300,APPLE,1.2900085449219034,934150800,1
2023-12-04,189.97999572753903,190.0500030517578,187.4499969482422,189.42999267578125,189.18858337402344,43389500,APPLE,-1.810012817382841,890761300,0
